draw_date,num1,num2,num3,num4,num5,num6,jackpot,winners
2010-04-19,3,32,33,35,40,41,22000000,0
2010-04-21,3,5,22,24,32,36,8000000,0
2010-04-23,8,9,14,23,29,32,9000000,0
2010-04-26,12,17,25,31,34,41,21000000,0
2010-04-28,4,16,25,28,31,40,10000000,0
2010-04-30,2,14,16,18,21,36,9000000,0
2010-05-03,1,12,17,28,30,36,12000000,0
2010-05-05,1,10,15,20,29,40,20000000,0
2010-05-07,6,11,12,25,35,42,23000000,0
2010-05-10,10,14,19,22,26,30,17000000,0
2010-05-12,6,9,17,24,27,42,18000000,0
2010-05-14,9,22,26,31,34,36,7000000,0
2010-05-17,5,10,22,31,40,41,15000000,0
2010-05-19,12,19,22,28,30,37,25000000,0
2010-05-21,3,7,10,15,28,33,18000000,0
2010-05-24,2,14,22,23,38,42,10000000,0
2010-05-26,2,13,26,30,37,38,7000000,2
2010-05-28,3,4,28,30,38,42,16000000,1
2010-05-31,1,4,6,11,36,37,10000000,0
2010-06-02,9,11,14,19,32,33,25000000,0
2010-06-04,1,13,18,20,33,39,21000000,0
2010-06-07,12,14,21,25,37,40,13000000,0
2010-06-09,5,14,17,18,28,34,8000000,0
2010-06-11,2,9,11,12,21,42,23000000,0
2010-06-14,2,11,14,18,22,29,14000000,0
2010-06-16,24,25,26,31,34,36,23000000,0
2010-06-18,7,20,21,29,38,39,25000000,0
2010-06-21,2,3,7,12,22,41,30000000,0
2010-06-23,2,10,15,21,32,35,7000000,0
2010-06-25,8,15,26,29,32,35,30000000,0
2010-06-28,15,17,27,37,38,40,23000000,0
2010-06-30,14,19,22,34,36,41,8000000,0
2010-07-02,6,9,11,17,22,33,7000000,0
2010-07-05,1,4,6,24,38,40,22000000,0
2010-07-07,2,3,11,20,35,38,11000000,0
2010-07-09,16,19,20,29,30,39,21000000,1
2010-07-12,4,11,14,25,26,30,24000000,0
2010-07-14,7,9,10,25,26,38,16000000,0
2010-07-16,4,6,10,22,25,27,11000000,0
2010-07-19,2,26,28,32,37,41,10000000,0
2010-07-21,2,7,10,25,26,39,29000000,0
2010-07-23,11,17,25,28,29,32,14000000,0
2010-07-26,15,21,28,37,38,40,25000000,0
2010-07-28,15,17,22,34,35,36,22000000,0
2010-07-30,7,15,26,30,34,36,7000000,0
2010-08-02,2,11,29,35,38,42,28000000,1
2010-08-04,2,8,10,26,28,39,24000000,0
2010-08-06,3,4,11,16,31,34,9000000,0
2010-08-09,1,7,8,15,17,20,14000000,0
2010-08-11,3,12,13,23,39,42,20000000,0
2010-08-13,5,7,11,17,40,42,20000000,0
2010-08-16,7,12,14,20,29,36,23000000,0
2010-08-18,1,2,7,28,36,38,21000000,0
2010-08-20,2,6,7,11,17,30,27000000,0
2010-08-23,15,19,30,33,37,42,13000000,0
2010-08-25,6,7,22,30,37,41,24000000,0
2010-08-27,6,15,17,19,33,40,29000000,0
2010-08-30,2,27,28,29,36,42,13000000,0
2010-09-01,3,12,19,20,23,40,20000000,2
2010-09-03,5,12,25,34,36,42,14000000,0
2010-09-06,1,5,11,28,37,40,15000000,0
2010-09-08,13,16,17,32,33,41,9000000,0
2010-09-10,8,11,15,29,35,38,11000000,0
2010-09-13,3,12,15,20,27,40,23000000,0
2010-09-15,14,15,20,21,22,42,30000000,0
2010-09-17,1,7,10,29,35,39,21000000,0
2010-09-20,4,10,21,34,40,41,9000000,0
2010-09-22,14,21,26,27,29,33,17000000,0
2010-09-24,3,6,12,19,37,40,19000000,0
2010-09-27,1,4,15,17,23,39,17000000,0
2010-09-29,1,3,22,23,26,35,13000000,2
2010-10-01,2,3,14,22,37,42,13000000,0
2010-10-04,8,10,11,15,24,30,15000000,2
2010-10-06,3,9,13,18,24,32,7000000,0
2010-10-08,3,5,6,30,34,37,11000000,0
2010-10-11,4,15,18,22,32,41,20000000,2
2010-10-13,2,9,11,16,30,41,19000000,0
2010-10-15,1,3,12,13,21,24,30000000,0
2010-10-18,4,23,24,28,31,42,11000000,0
2010-10-20,1,2,5,8,24,27,9000000,0
2010-10-22,3,5,9,15,36,40,17000000,0
2010-10-25,2,15,16,21,24,36,29000000,0
2010-10-27,7,15,16,27,31,34,23000000,0
2010-10-29,11,15,21,25,38,39,9000000,0
2010-11-01,11,24,26,30,35,42,25000000,0
2010-11-03,8,11,14,21,34,42,15000000,1
2010-11-05,13,20,21,25,26,33,20000000,2
2010-11-08,2,10,16,26,29,39,24000000,0
2010-11-10,1,8,11,26,30,31,20000000,2
2010-11-12,1,5,10,13,17,37,12000000,0
2010-11-15,21,23,24,33,37,40,17000000,0
2010-11-17,4,13,14,23,31,38,22000000,0
2010-11-19,1,8,9,16,18,19,15000000,0
2010-11-22,3,9,16,19,32,35,21000000,0
2010-11-24,3,10,11,24,35,39,23000000,0
2010-11-26,7,11,13,20,27,35,29000000,0
2010-11-29,15,22,23,25,32,38,18000000,0
2010-12-01,3,7,17,37,39,42,29000000,1
2010-12-03,12,15,17,19,25,37,29000000,0
2010-12-06,14,19,20,30,38,40,26000000,0
2010-12-08,13,17,34,36,38,40,18000000,0
2010-12-10,5,7,19,21,30,39,20000000,1
2010-12-13,4,5,9,10,24,42,9000000,0
2010-12-15,12,27,30,33,38,41,19000000,0
2010-12-17,3,11,16,17,24,30,22000000,0
2010-12-20,17,24,28,33,39,41,16000000,0
2010-12-22,1,10,11,19,33,37,26000000,0
2010-12-24,7,10,23,28,34,38,22000000,1
2010-12-27,8,10,13,17,29,39,21000000,0
2010-12-29,10,18,21,30,31,32,15000000,0
2010-12-31,1,9,14,17,37,40,24000000,0
2011-01-03,13,20,24,32,41,42,29000000,0
2011-01-05,14,16,20,35,37,41,11000000,0
2011-01-07,8,10,17,21,32,38,15000000,0
2011-01-10,18,20,22,28,32,39,9000000,0
2011-01-12,9,12,15,23,34,42,10000000,1
2011-01-14,11,12,13,15,31,39,10000000,1
2011-01-17,3,7,13,26,30,41,7000000,0
2011-01-19,3,29,31,34,38,42,8000000,0
2011-01-21,4,7,21,25,33,41,24000000,0
2011-01-24,2,19,20,35,38,40,7000000,0
2011-01-26,1,2,11,12,19,20,8000000,0
2011-01-28,5,13,19,25,36,37,14000000,0
2011-01-31,2,6,8,21,27,32,28000000,0
2011-02-02,2,16,23,30,39,40,11000000,1
2011-02-04,4,12,27,32,33,38,7000000,0
2011-02-07,2,4,8,26,39,40,29000000,0
2011-02-09,1,5,7,10,25,41,8000000,0
2011-02-11,6,9,11,30,35,40,8000000,0
2011-02-14,3,10,22,30,36,40,13000000,0
2011-02-16,6,7,13,18,30,35,28000000,0
2011-02-18,2,9,12,21,36,37,21000000,0
2011-02-21,1,8,9,15,31,40,30000000,0
2011-02-23,11,31,33,39,40,41,7000000,2
2011-02-25,6,11,15,22,41,42,15000000,0
2011-02-28,7,9,10,15,26,34,13000000,1
2011-03-02,7,18,19,31,35,41,19000000,0
2011-03-04,1,14,18,22,26,35,25000000,0
2011-03-07,2,7,9,11,25,39,19000000,0
2011-03-09,1,5,6,30,32,37,11000000,0
2011-03-11,1,11,16,30,32,40,15000000,0
2011-03-14,8,12,22,28,31,40,7000000,0
2011-03-16,5,7,17,23,25,31,23000000,0
2011-03-18,1,10,19,37,38,40,9000000,0
2011-03-21,5,6,18,26,36,41,11000000,1
2011-03-23,11,13,15,16,29,32,29000000,0
2011-03-25,12,19,25,36,40,42,30000000,0
2011-03-28,3,7,14,19,24,33,30000000,0
2011-03-30,5,9,29,36,37,39,16000000,0
2011-04-01,17,18,20,30,36,42,22000000,0
2011-04-04,2,29,33,34,39,40,24000000,0
2011-04-06,3,7,24,25,29,40,14000000,0
2011-04-08,2,6,19,20,26,35,30000000,0
2011-04-11,2,12,14,18,27,33,9000000,0
2011-04-13,4,7,15,27,30,42,23000000,0
2011-04-15,7,16,19,25,27,35,29000000,0
2011-04-18,21,25,34,35,40,41,19000000,0
2011-04-20,3,15,21,22,24,39,18000000,0
2011-04-22,5,6,13,23,41,42,13000000,0
2011-04-25,6,16,19,29,30,32,12000000,0
2011-04-27,1,21,28,39,40,42,12000000,0
2011-04-29,3,7,14,16,29,40,30000000,0
2011-05-02,6,8,14,22,23,34,19000000,0
2011-05-04,6,14,15,35,36,41,11000000,0
2011-05-06,3,9,11,13,31,38,10000000,0
2011-05-09,6,11,14,15,18,29,26000000,0
2011-05-11,1,11,14,25,38,40,15000000,0
2011-05-13,11,12,16,19,23,31,18000000,1
2011-05-16,4,9,16,27,33,35,19000000,0
2011-05-18,11,15,17,22,24,28,28000000,0
2011-05-20,17,19,26,33,35,42,17000000,0
2011-05-23,11,12,15,18,20,40,25000000,2
2011-05-25,2,9,17,23,38,39,13000000,0
2011-05-27,1,3,4,30,32,38,25000000,0
2011-05-30,11,15,27,28,30,35,29000000,1
2011-06-01,6,8,9,12,21,35,8000000,0
2011-06-03,5,28,29,34,37,40,22000000,1
2011-06-06,16,22,25,27,32,41,14000000,0
2011-06-08,11,16,19,21,23,31,20000000,0
2011-06-10,7,13,17,28,37,38,18000000,0
2011-06-13,4,10,25,26,33,37,27000000,0
2011-06-15,10,11,15,24,31,34,26000000,0
2011-06-17,14,21,25,28,31,34,12000000,0
2011-06-20,6,7,16,31,32,42,23000000,0
2011-06-22,3,8,24,28,37,42,24000000,2
2011-06-24,2,6,17,29,31,37,9000000,0
2011-06-27,2,7,12,19,24,25,24000000,0
2011-06-29,6,13,20,31,35,39,27000000,0
2011-07-01,8,17,21,24,25,33,15000000,2
2011-07-04,2,6,23,27,32,42,9000000,0
2011-07-06,4,7,14,31,36,41,19000000,0
2011-07-08,7,9,14,23,32,39,13000000,0
2011-07-11,4,6,13,14,19,24,15000000,0
2011-07-13,8,16,28,29,36,39,22000000,0
2011-07-15,9,16,19,20,31,39,11000000,0
2011-07-18,2,13,14,17,25,28,23000000,0
2011-07-20,6,14,16,19,26,40,13000000,0
2011-07-22,1,3,4,15,18,30,9000000,0
2011-07-25,2,5,6,11,14,18,10000000,0
2011-07-27,7,15,16,18,20,38,9000000,0
2011-07-29,5,10,11,20,26,39,22000000,1
2011-08-01,2,4,10,11,32,42,24000000,0
2011-08-03,4,9,10,13,15,19,24000000,0
2011-08-05,11,29,33,35,37,40,18000000,0
2011-08-08,4,13,19,23,27,29,14000000,0
2011-08-10,1,3,8,12,18,21,10000000,1
2011-08-12,3,17,21,27,28,35,27000000,0
2011-08-15,16,27,29,32,37,40,20000000,0
2011-08-17,2,8,9,12,23,38,24000000,0
2011-08-19,1,7,10,15,18,22,28000000,0
2011-08-22,2,6,10,16,37,38,12000000,0
2011-08-24,18,20,29,34,36,38,19000000,0
2011-08-26,1,6,7,26,39,40,22000000,0
2011-08-29,7,9,19,20,27,28,8000000,1
2011-08-31,1,3,5,35,36,41,14000000,0
2011-09-02,15,18,28,30,34,36,28000000,0
2011-09-05,3,8,27,30,36,40,23000000,0
2011-09-07,2,15,21,28,29,32,29000000,1
2011-09-09,1,4,16,22,26,35,12000000,0
2011-09-12,21,29,30,33,34,42,24000000,0
2011-09-14,2,8,14,21,30,36,8000000,0
2011-09-16,3,9,12,13,17,22,23000000,0
2011-09-19,2,7,10,12,22,24,29000000,0
2011-09-21,18,19,23,24,33,38,29000000,0
2011-09-23,5,10,16,31,37,41,11000000,0
2011-09-26,7,9,14,20,21,25,22000000,0
2011-09-28,7,8,10,17,21,30,12000000,0
2011-09-30,2,5,14,15,29,42,13000000,0
2011-10-03,4,13,25,31,35,38,11000000,0
2011-10-05,11,14,16,22,32,35,9000000,0
2011-10-07,6,9,17,18,23,34,15000000,1
2011-10-10,1,4,23,28,34,36,11000000,2
2011-10-12,6,12,16,21,27,37,26000000,2
2011-10-14,1,3,11,17,21,22,10000000,0
2011-10-17,6,7,15,29,30,37,23000000,0
2011-10-19,11,13,14,30,32,36,10000000,0
2011-10-21,7,9,17,24,31,36,12000000,0
2011-10-24,2,16,25,28,33,34,7000000,0
2011-10-26,10,12,13,16,30,38,9000000,0
2011-10-28,10,13,17,18,21,25,10000000,0
2011-10-31,14,18,28,35,38,41,21000000,0
2011-11-02,14,25,27,32,35,36,24000000,0
2011-11-04,3,18,23,27,33,38,8000000,0
2011-11-07,7,19,28,34,41,42,10000000,0
2011-11-09,5,14,19,21,22,36,28000000,1
2011-11-11,2,5,6,26,27,41,16000000,0
2011-11-14,4,9,23,37,40,41,12000000,0
2011-11-16,17,20,29,31,32,37,17000000,0
2011-11-18,10,12,14,17,18,19,21000000,0
2011-11-21,3,5,18,19,28,34,20000000,0
2011-11-23,1,9,11,15,30,34,14000000,1
2011-11-25,3,16,19,26,33,42,29000000,0
2011-11-28,2,19,20,21,29,38,18000000,0
2011-11-30,1,19,22,24,33,35,25000000,0
2011-12-02,10,15,23,29,36,38,8000000,0
2011-12-05,7,23,24,29,30,39,10000000,0
2011-12-07,7,14,15,24,35,41,30000000,0
2011-12-09,6,15,20,27,39,41,13000000,0
2011-12-12,17,19,23,33,35,42,27000000,0
2011-12-14,3,12,18,19,39,42,24000000,2
2011-12-16,11,12,13,33,36,39,18000000,0
2011-12-19,1,9,11,24,25,37,9000000,0
2011-12-21,15,20,21,33,36,42,12000000,0
2011-12-23,3,10,11,17,19,23,8000000,2
2011-12-26,15,20,22,23,36,40,10000000,0
2011-12-28,14,18,21,22,23,24,25000000,0
2011-12-30,5,8,10,14,23,39,12000000,0
2012-01-02,1,4,17,21,29,42,20000000,0
2012-01-04,8,16,18,27,34,38,30000000,0
2012-01-06,4,9,13,15,22,31,30000000,0
2012-01-09,4,6,11,25,27,32,15000000,0
2012-01-11,7,25,26,32,35,40,11000000,0
2012-01-13,7,8,9,18,20,39,11000000,0
2012-01-16,3,6,10,15,19,25,8000000,0
2012-01-18,13,25,26,30,35,38,15000000,0
2012-01-20,1,10,28,30,36,40,18000000,0
2012-01-23,9,22,23,29,37,38,29000000,0
2012-01-25,9,13,14,19,25,33,10000000,0
2012-01-27,3,17,18,23,26,35,13000000,0
2012-01-30,3,9,26,30,32,34,14000000,2
2012-02-01,9,19,24,25,33,38,20000000,0
2012-02-03,12,13,16,32,37,40,20000000,1
2012-02-06,10,13,28,35,36,42,25000000,0
2012-02-08,7,14,18,19,20,38,20000000,0
2012-02-10,10,25,29,35,39,41,11000000,0
2012-02-13,8,9,14,18,19,35,28000000,1
2012-02-15,5,8,21,27,29,36,25000000,0
2012-02-17,1,15,18,32,34,40,23000000,0
2012-02-20,6,10,19,27,28,34,17000000,0
2012-02-22,3,19,31,32,33,37,29000000,0
2012-02-24,3,10,15,19,28,31,15000000,0
2012-02-27,2,9,22,28,40,41,25000000,0
2012-02-29,6,17,26,30,34,37,16000000,0
2012-03-02,14,22,24,28,31,38,17000000,0
2012-03-05,1,18,20,22,27,40,17000000,0
2012-03-07,7,8,19,21,24,34,25000000,0
2012-03-09,10,12,21,28,31,35,17000000,0
2012-03-12,13,17,22,23,28,35,25000000,0
2012-03-14,11,24,26,28,29,33,12000000,2
2012-03-16,1,9,22,25,30,40,17000000,0
2012-03-19,15,16,18,20,23,28,19000000,0
2012-03-21,17,22,32,36,40,42,30000000,0
2012-03-23,3,14,23,25,28,41,11000000,0
2012-03-26,5,14,26,30,35,40,29000000,0
2012-03-28,16,19,25,26,32,35,25000000,0
2012-03-30,7,13,24,30,31,42,30000000,0
2012-04-02,6,10,19,26,31,36,30000000,0
2012-04-04,2,15,31,36,38,40,7000000,0
2012-04-06,3,7,19,25,32,37,29000000,0
2012-04-09,7,8,14,19,22,42,23000000,0
2012-04-11,13,18,24,25,33,40,22000000,0
2012-04-13,2,9,10,19,25,40,13000000,0
2012-04-16,6,9,23,25,32,39,12000000,0
2012-04-18,1,11,12,20,29,40,25000000,0
2012-04-20,13,14,18,28,32,36,18000000,0
2012-04-23,1,23,27,32,35,42,19000000,0
2012-04-25,3,4,14,17,33,37,24000000,0
2012-04-27,1,18,24,28,31,34,24000000,0
2012-04-30,8,9,21,25,29,33,30000000,0
2012-05-02,8,14,19,20,41,42,23000000,0
2012-05-04,11,17,30,35,40,41,19000000,0
2012-05-07,10,13,14,19,22,37,22000000,0
2012-05-09,5,8,12,20,32,34,15000000,0
2012-05-11,8,12,13,35,38,42,26000000,0
2012-05-14,3,4,11,16,21,25,18000000,1
2012-05-16,1,12,13,28,33,41,30000000,0
2012-05-18,4,15,36,37,38,41,29000000,0
2012-05-21,9,10,21,22,29,36,23000000,1
2012-05-23,1,13,18,27,28,39,14000000,0
2012-05-25,5,9,10,14,16,35,14000000,0
2012-05-28,12,23,25,31,34,42,21000000,0
2012-05-30,7,13,20,27,31,32,22000000,0
2012-06-01,3,12,27,37,41,42,25000000,0
2012-06-04,3,11,22,24,32,39,28000000,0
2012-06-06,9,13,17,26,35,36,30000000,0
2012-06-08,2,9,14,17,33,42,20000000,0
2012-06-11,3,21,29,31,34,39,27000000,1
2012-06-13,8,9,14,24,30,38,14000000,0
2012-06-15,9,11,30,32,33,38,12000000,0
2012-06-18,13,20,21,24,25,39,11000000,0
2012-06-20,2,4,12,34,35,42,14000000,0
2012-06-22,13,17,18,19,20,28,8000000,0
2012-06-25,9,22,30,37,40,42,28000000,0
2012-06-27,1,12,31,35,37,38,16000000,0
2012-06-29,2,3,6,10,22,40,25000000,0
2012-07-02,2,4,12,20,30,31,21000000,0
2012-07-04,9,14,16,21,22,41,11000000,0
2012-07-06,1,2,25,26,31,42,17000000,0
2012-07-09,2,4,9,14,21,32,21000000,0
2012-07-11,1,2,7,8,12,32,25000000,0
2012-07-13,5,10,19,33,39,40,13000000,0
2012-07-16,1,2,9,12,26,35,25000000,0
2012-07-18,3,16,20,24,37,39,18000000,0
2012-07-20,1,7,10,16,37,39,30000000,0
2012-07-23,11,12,20,24,27,33,7000000,0
2012-07-25,18,21,37,38,41,42,21000000,0
2012-07-27,5,7,8,20,22,27,11000000,0
2012-07-30,3,6,25,26,38,42,22000000,0
2012-08-01,3,18,22,27,31,32,25000000,0
2012-08-03,5,24,25,31,35,40,26000000,0
2012-08-06,8,17,18,19,35,38,28000000,0
2012-08-08,2,7,8,18,22,42,28000000,0
2012-08-10,3,7,15,21,24,33,14000000,2
2012-08-13,9,15,18,20,28,30,10000000,0
2012-08-15,11,15,16,26,33,36,26000000,1
2012-08-17,2,4,20,27,30,36,15000000,0
2012-08-20,15,26,27,29,38,40,17000000,0
2012-08-22,9,29,31,34,40,41,19000000,0
2012-08-24,20,21,25,28,30,37,14000000,0
2012-08-27,12,16,24,27,36,37,29000000,0
2012-08-29,3,6,18,36,38,42,15000000,0
2012-08-31,4,15,20,21,32,42,11000000,0
2012-09-03,8,22,24,26,27,42,14000000,1
2012-09-05,16,19,23,24,33,39,19000000,1
2012-09-07,10,12,13,14,16,22,30000000,0
2012-09-10,12,18,20,21,32,42,16000000,0
2012-09-12,8,16,30,36,37,40,13000000,0
2012-09-14,1,13,20,23,31,33,14000000,0
2012-09-17,10,11,20,21,32,39,20000000,0
2012-09-19,3,5,6,24,28,31,11000000,0
2012-09-21,14,26,30,37,38,42,14000000,0
2012-09-24,5,8,14,16,34,42,12000000,0
2012-09-26,6,12,13,19,31,42,20000000,0
2012-09-28,4,8,15,21,28,42,20000000,0
2012-10-01,10,23,25,27,30,38,19000000,0
2012-10-03,6,16,32,33,34,35,11000000,0
2012-10-05,3,16,17,18,19,20,30000000,0
2012-10-08,8,29,33,36,38,41,16000000,0
2012-10-10,3,10,18,19,23,42,8000000,0
2012-10-12,15,26,27,29,30,37,23000000,0
2012-10-15,2,6,7,17,29,33,28000000,0
2012-10-17,1,2,10,19,28,33,16000000,0
2012-10-19,1,2,10,23,25,40,23000000,1
2012-10-22,2,5,15,17,37,40,27000000,0
2012-10-24,4,6,22,24,35,36,13000000,2
2012-10-26,7,16,20,29,35,41,24000000,2
2012-10-29,7,10,21,25,31,42,18000000,0
2012-10-31,1,16,26,29,40,42,10000000,0
2012-11-02,3,9,21,30,31,42,21000000,1
2012-11-05,1,8,11,23,28,38,18000000,0
2012-11-07,2,24,30,36,40,42,12000000,0
2012-11-09,1,6,18,25,26,38,7000000,0
2012-11-12,1,4,11,12,31,36,24000000,2
2012-11-14,2,7,13,31,32,34,30000000,0
2012-11-16,7,9,10,14,35,36,18000000,0
2012-11-19,2,7,14,17,24,30,8000000,0
2012-11-21,3,6,9,33,36,39,10000000,0
2012-11-23,14,15,16,17,18,21,26000000,0
2012-11-26,1,10,20,25,36,38,29000000,0
2012-11-28,2,6,11,18,33,42,29000000,1
2012-11-30,14,18,20,22,24,26,15000000,0
2012-12-03,18,22,24,26,35,37,22000000,1
2012-12-05,3,5,11,19,35,41,13000000,0
2012-12-07,5,15,20,29,36,41,12000000,0
2012-12-10,2,5,12,17,23,37,7000000,2
2012-12-12,10,13,16,20,36,40,23000000,0
2012-12-14,1,2,14,24,25,38,25000000,0
2012-12-17,2,5,21,30,34,40,15000000,0
2012-12-19,4,8,9,10,12,19,30000000,0
2012-12-21,15,18,22,25,39,40,22000000,0
2012-12-24,1,3,9,18,25,41,24000000,0
2012-12-26,2,8,33,34,37,38,8000000,0
2012-12-28,7,8,12,34,38,39,17000000,0
2012-12-31,6,9,12,14,23,31,12000000,0
2013-01-02,13,14,18,26,34,38,24000000,0
2013-01-04,7,9,12,24,26,36,16000000,0
2013-01-07,1,2,19,32,35,38,7000000,0
2013-01-09,1,11,19,21,32,36,19000000,0
2013-01-11,2,6,17,26,28,35,30000000,0
2013-01-14,17,18,31,32,38,42,23000000,0
2013-01-16,1,7,12,13,18,24,9000000,0
2013-01-18,1,7,17,25,28,31,23000000,0
2013-01-21,3,8,11,16,21,24,7000000,0
2013-01-23,17,20,28,30,40,42,28000000,0
2013-01-25,6,17,28,37,38,39,30000000,0
2013-01-28,5,9,15,17,22,26,15000000,2
2013-01-30,2,10,15,19,33,35,14000000,0
2013-02-01,1,5,24,26,29,40,28000000,2
2013-02-04,7,14,15,24,27,30,13000000,0
2013-02-06,12,25,30,34,41,42,29000000,0
2013-02-08,6,8,14,23,31,32,13000000,0
2013-02-11,9,10,18,30,33,42,24000000,0
2013-02-13,4,16,20,31,36,38,11000000,0
2013-02-15,14,16,18,19,28,42,9000000,0
2013-02-18,8,10,13,19,26,37,28000000,0
2013-02-20,8,11,14,27,33,37,29000000,1
2013-02-22,5,10,19,22,32,38,10000000,0
2013-02-25,10,23,28,30,37,38,12000000,0
2013-02-27,6,13,15,24,32,35,26000000,1
2013-03-01,7,14,16,17,18,19,14000000,0
2013-03-04,1,4,8,17,21,28,18000000,2
2013-03-06,8,18,19,20,22,31,18000000,0
2013-03-08,5,10,21,26,28,33,23000000,1
2013-03-11,2,10,19,34,39,40,7000000,0
2013-03-13,11,17,22,32,34,38,20000000,0
2013-03-15,1,6,8,17,22,31,18000000,0
2013-03-18,1,3,19,24,33,37,19000000,0
2013-03-20,1,14,26,28,32,41,29000000,2
2013-03-22,2,9,11,18,38,41,27000000,2
2013-03-25,1,5,11,31,39,42,12000000,0
2013-03-27,3,7,20,29,31,39,11000000,1
2013-03-29,1,6,11,20,27,42,20000000,0
2013-04-01,2,12,13,22,33,34,21000000,0
2013-04-03,2,6,11,31,32,33,18000000,0
2013-04-05,8,12,20,27,38,39,13000000,0
2013-04-08,8,14,17,23,37,40,8000000,0
2013-04-10,11,12,21,26,32,42,27000000,0
2013-04-12,9,13,18,23,34,41,28000000,0
2013-04-15,7,15,16,34,38,41,28000000,0
2013-04-17,1,8,9,28,33,35,30000000,0
2013-04-19,4,9,14,17,21,24,8000000,0
2013-04-22,5,8,26,29,31,35,12000000,0
2013-04-24,8,14,16,18,26,29,13000000,2
2013-04-26,6,15,25,33,40,41,20000000,0
2013-04-29,1,4,22,32,34,41,13000000,0
2013-05-01,3,25,26,27,36,39,26000000,0
2013-05-03,13,14,16,32,38,42,7000000,0
2013-05-06,4,8,16,30,37,39,19000000,0
2013-05-08,15,23,26,31,34,40,12000000,0
2013-05-10,5,13,22,30,34,42,18000000,0
2013-05-13,3,4,29,31,33,36,18000000,0
2013-05-15,2,9,24,30,34,35,7000000,0
2013-05-17,3,4,17,28,29,40,9000000,0
2013-05-20,1,10,14,25,35,40,28000000,0
2013-05-22,3,21,23,27,35,42,13000000,2
2013-05-24,1,2,8,23,34,39,28000000,0
2013-05-27,10,12,13,14,17,36,13000000,0
2013-05-29,13,23,25,28,36,42,22000000,0
2013-05-31,1,2,19,27,29,38,16000000,0
2013-06-03,3,11,15,18,20,34,24000000,0
2013-06-05,6,9,16,23,26,40,22000000,1
2013-06-07,7,11,14,21,25,30,29000000,0
2013-06-10,23,24,31,32,33,36,19000000,0
2013-06-12,7,20,21,29,34,42,22000000,0
2013-06-14,1,6,17,19,31,34,9000000,0
2013-06-17,2,10,13,24,27,37,26000000,0
2013-06-19,3,8,19,25,30,41,11000000,1
2013-06-21,12,20,22,26,34,37,24000000,0
2013-06-24,6,12,27,36,37,41,11000000,0
2013-06-26,1,4,5,8,9,37,17000000,1
2013-06-28,2,13,15,16,33,36,23000000,0
2013-07-01,1,2,8,21,24,28,24000000,0
2013-07-03,1,29,30,31,35,37,17000000,0
2013-07-05,11,14,15,16,26,37,9000000,0
2013-07-08,1,5,7,21,25,29,26000000,2
2013-07-10,2,5,9,28,35,41,25000000,0
2013-07-12,3,8,10,22,31,38,18000000,1
2013-07-15,1,2,6,8,20,30,13000000,0
2013-07-17,3,9,21,26,33,37,18000000,0
2013-07-19,3,5,6,24,29,31,12000000,0
2013-07-22,6,15,19,24,31,39,19000000,0
2013-07-24,4,9,17,18,28,42,8000000,0
2013-07-26,1,8,10,15,24,37,18000000,0
2013-07-29,2,14,19,22,37,42,11000000,0
2013-07-31,12,16,24,27,41,42,7000000,1
2013-08-02,2,9,21,34,37,41,12000000,0
2013-08-05,1,7,22,24,29,39,29000000,0
2013-08-07,7,12,16,33,36,39,10000000,0
2013-08-09,19,24,25,27,33,35,23000000,0
2013-08-12,7,11,21,26,33,37,14000000,0
2013-08-14,8,15,19,29,34,36,17000000,0
2013-08-16,3,10,24,30,39,42,16000000,0
2013-08-19,2,9,16,22,27,37,21000000,0
2013-08-21,8,14,15,16,17,29,19000000,1
2013-08-23,6,8,27,29,30,42,28000000,0
2013-08-26,5,7,22,23,26,35,10000000,0
2013-08-28,3,5,22,26,38,39,21000000,0
2013-08-30,14,16,21,25,31,36,28000000,0
2013-09-02,18,19,26,31,33,41,8000000,1
2013-09-04,10,17,21,24,32,39,25000000,0
2013-09-06,9,10,13,15,22,23,21000000,0
2013-09-09,4,11,25,26,34,36,14000000,1
2013-09-11,1,18,20,24,28,37,16000000,0
2013-09-13,3,5,16,18,37,42,20000000,0
2013-09-16,1,5,8,39,40,42,7000000,1
2013-09-18,8,19,24,35,36,40,21000000,0
2013-09-20,1,4,5,15,22,24,26000000,0
2013-09-23,2,6,7,19,29,39,22000000,0
2013-09-25,1,22,23,25,29,38,22000000,0
2013-09-27,1,4,6,10,14,18,30000000,1
2013-09-30,1,13,21,24,37,41,11000000,0
2013-10-02,2,3,10,17,20,28,15000000,2
2013-10-04,1,13,16,24,35,41,25000000,0
2013-10-07,2,12,13,19,25,37,28000000,1
2013-10-09,6,9,16,20,35,37,17000000,0
2013-10-11,21,25,26,32,38,40,13000000,0
2013-10-14,10,14,19,21,26,42,21000000,1
2013-10-16,10,15,36,37,38,42,20000000,0
2013-10-18,2,8,12,17,29,33,8000000,1
2013-10-21,9,14,16,17,19,39,18000000,0
2013-10-23,13,20,22,28,36,39,13000000,2
2013-10-25,5,7,14,34,36,39,7000000,0
2013-10-28,3,13,15,24,28,35,10000000,0
2013-10-30,5,23,26,27,30,32,15000000,0
2013-11-01,7,8,9,14,37,38,13000000,1
2013-11-04,2,4,20,25,34,42,21000000,0
2013-11-06,4,7,20,25,26,27,9000000,0
2013-11-08,3,14,17,22,36,41,22000000,0
